file,line,keyword,context
./docs/cleanup/odrive_refs_non_legacy.txt,602,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:29:src/yanthra_move/archive/yanthra_move_legacy_main.cpp:2338:          // TODO(developer) odrive_hw_controller.ShutDown();"
./docs/cleanup/odrive_refs_non_legacy.txt,603,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:45:src/yanthra_move/archive/yanthra_move_legacy_main.cpp:2529:          // TODO(developer) odrive_hw_controller.ShutDown();"
./docs/cleanup/odrive_refs_non_legacy.txt,604,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:46:src/yanthra_move/archive/yanthra_move_legacy_main.cpp:2533:// TODO(developer):Add code to shutdown odrive Before shutdown the system"
./docs/cleanup/odrive_refs_non_legacy.txt,606,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:94:src/yanthra_move/archive/legacy/yanthra_move.cpp:1377:        // TODO(developer): Uncomment when ODrive package is fully migrated to ROS2"
./docs/cleanup/odrive_refs_non_legacy.txt,607,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:98:src/yanthra_move/archive/legacy/yanthra_move.cpp:2375:          // TODO(developer) odrive_hw_controller.ShutDown();"
./docs/cleanup/odrive_refs_non_legacy.txt,689,CRITICAL,"docs/archive/2025-10-reports/VERIFICATION_FINDINGS_2025-10-07.md:50:## ⚠️ Task 0.2: ODrive → MG Motor Migration - CRITICAL FINDING"
./docs/cleanup/odrive_refs_non_legacy.txt,856,TODO,"docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md:153:    // TODO(developer): Implement temperature monitoring from ODrive feedback"
./docs/cleanup/odrive_refs_non_legacy.txt,16580,TODO,"src/motor_control_ros2/src/generic_hw_interface.cpp:346:        // TODO(developer): Add velocity and effort reading when available in ODrive interface"
./docs/cleanup/odrive_refs_non_legacy.txt,16866,TODO,"src/yanthra_move/include/yanthra_move/joint_move_sensor_msgs.h:229: // TODO : Removed from here and called from the odrive_hw_interface->read() in"
./docs/cleanup/odrive_refs_all.txt,19,TODO,".restored/8ac7d2e/COMPREHENSIVE_STATUS_REVIEW_2025-09-30.md:263:   - Current: `// TODO(developer): Implement temperature monitoring from ODrive feedback`"
./docs/cleanup/odrive_refs_all.txt,253,TODO,"docs/COMPREHENSIVE_STATUS_REVIEW_2025-09-30.md.backup:261:   - Current: `// TODO(developer): Implement temperature monitoring from ODrive feedback`"
./docs/cleanup/odrive_refs_all.txt,281,TODO,"docs/EXECUTION_PLAN_2025-09-30.md:170:    // TODO(developer): Implement temperature monitoring from ODrive feedback"
./docs/cleanup/odrive_refs_all.txt,294,CRITICAL,"docs/SAFETY_MONITOR_EXPLANATION.md:74:ODrive temperature: 68°C ... 70°C ... 72°C (CRITICAL!)"
./docs/cleanup/odrive_refs_all.txt,394,OTHER,"docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md:241:| **ODrive Control** | 100% complete | TBD | TBD | TBD |"
./docs/cleanup/odrive_refs_all.txt,478,TODO,"docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/safety_gap_matrix.csv:4:Safety Monitoring,Joint Position Limits,Position limit checking not implemented,CRITICAL,""TODO comment: Implement joint position limit checking"",No joint limit enforcement active,Joint positions monitored and motion stopped at limits,Implement actual joint position monitoring with URDF limits,HIGH,P0,Control Team,Week 2,""src/odrive_control_ros2/src/safety_monitor.cpp"""
./docs/cleanup/odrive_refs_all.txt,479,TODO,"docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/safety_gap_matrix.csv:5:Safety Monitoring,Velocity Limits,Velocity limit monitoring placeholder,CRITICAL,""TODO comment: Implement velocity limit checking"",No velocity monitoring or enforcement,Real-time velocity monitoring with configurable limits,Connect to actual joint velocity feedback and implement checks,HIGH,P0,Control Team,Week 2,""src/odrive_control_ros2/src/safety_monitor.cpp"""
./docs/cleanup/odrive_refs_all.txt,480,TODO,"docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/safety_gap_matrix.csv:6:Safety Monitoring,Communication Timeouts,CAN timeout checking not implemented,HIGH,""TODO comment: Implement CAN communication timeout checking"",No detection of communication failures,Timeout detection within 2 seconds with appropriate response,Implement actual CAN message timing monitoring,LOW,P1,Communication Team,Week 3,""src/odrive_control_ros2/src/safety_monitor.cpp"""
./docs/cleanup/odrive_refs_all.txt,481,TODO,"docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/safety_gap_matrix.csv:7:Error Handling,Motor Error Detection,ODrive error states not monitored,HIGH,""TODO comment: check for motor errors encoder errors and axis errors"",Motor faults may go undetected,All ODrive errors detected and classified appropriately,Connect ComprehensiveErrorHandler to ODrive CAN error reporting,MEDIUM,P1,Hardware Team,Week 3,""src/odrive_control_ros2/src/safety_monitor.cpp, src/odrive_control_ros2/src/comprehensive_error_handler.cpp"""
./docs/cleanup/odrive_refs_all.txt,483,TODO,"docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/safety_gap_matrix.csv:9:Safety Monitoring,Temperature Monitoring,Motor temperature not monitored,MEDIUM,""TODO comment: Should request motor temperatures via CAN"",No thermal protection for motors,Motor temperatures monitored with overheat protection,Implement ODrive temperature reading via CAN and set appropriate thresholds,MEDIUM,P2,Hardware Team,Week 4,""src/odrive_control_ros2/src/safety_monitor.cpp"""
./docs/cleanup/odrive_refs_all.txt,484,TODO,"docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/safety_gap_matrix.csv:10:Safety Monitoring,Power Supply Monitoring,VBus voltage not monitored,MEDIUM,""TODO comment: Should check VBus voltage from ODrive feedback"",No power supply monitoring,VBus voltage monitored with under/overvoltage protection,Implement VBus voltage reading and monitoring,MEDIUM,P2,Hardware Team,Week 4,""src/odrive_control_ros2/src/safety_monitor.cpp"""
./docs/cleanup/odrive_refs_all.txt,601,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:25:src/yanthra_move/archive/yanthra_move_legacy_main.cpp:1258:        // TODO(developer): Uncomment when ODrive package is fully migrated to ROS2"
./docs/cleanup/odrive_refs_all.txt,602,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:29:src/yanthra_move/archive/yanthra_move_legacy_main.cpp:2338:          // TODO(developer) odrive_hw_controller.ShutDown();"
./docs/cleanup/odrive_refs_all.txt,603,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:45:src/yanthra_move/archive/yanthra_move_legacy_main.cpp:2529:          // TODO(developer) odrive_hw_controller.ShutDown();"
./docs/cleanup/odrive_refs_all.txt,604,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:46:src/yanthra_move/archive/yanthra_move_legacy_main.cpp:2533:// TODO(developer):Add code to shutdown odrive Before shutdown the system"
./docs/cleanup/odrive_refs_all.txt,606,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:94:src/yanthra_move/archive/legacy/yanthra_move.cpp:1377:        // TODO(developer): Uncomment when ODrive package is fully migrated to ROS2"
./docs/cleanup/odrive_refs_all.txt,607,TODO,"docs/archive/2025-10-generated/todos_scan_raw_2025-09-30.txt:98:src/yanthra_move/archive/legacy/yanthra_move.cpp:2375:          // TODO(developer) odrive_hw_controller.ShutDown();"
./docs/cleanup/odrive_refs_all.txt,689,CRITICAL,"docs/archive/2025-10-reports/VERIFICATION_FINDINGS_2025-10-07.md:50:## ⚠️ Task 0.2: ODrive → MG Motor Migration - CRITICAL FINDING"
./docs/cleanup/odrive_refs_all.txt,856,TODO,"docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md:153:    // TODO(developer): Implement temperature monitoring from ODrive feedback"
./docs/cleanup/odrive_refs_all.txt,16658,TODO,"src/motor_control_ros2/src/generic_hw_interface.cpp:346:        // TODO(developer): Add velocity and effort reading when available in ODrive interface"
./docs/cleanup/odrive_refs_all.txt,16941,TODO,"src/motor_control_ros2/src/odrive_legacy/odrive_hardware_interface.cpp:264:        // TODO(developer): Read effort from ODrive when available"
./docs/cleanup/odrive_refs_all.txt,17069,TODO,"src/motor_control_ros2/src/odrive_legacy/odrive_service_node.cpp:751:        double encoder_resolution = 1.0;  // TODO(developer): Get from ODrive or parameters"
./docs/cleanup/odrive_refs_all.txt,17073,TODO,"src/motor_control_ros2/src/odrive_legacy/odrive_service_node.cpp:848:        // TODO(developer): Read actual velocities and efforts from ODrive hardware"
./docs/cleanup/odrive_refs_all.txt,17076,TODO,"src/motor_control_ros2/src/odrive_legacy/odrive_service_node.cpp:891:                    double encoder_resolution = 1.0;  // TODO(developer): Get from ODrive parameters"
./docs/cleanup/odrive_refs_all.txt,17272,TODO,"src/yanthra_move/include/yanthra_move/joint_move_sensor_msgs.h:229: // TODO : Removed from here and called from the odrive_hw_interface->read() in"
./docs/TIER1_2_COMPLETE.md,265,CRITICAL,"- ⚠️ **CRITICAL:** test.sh still checks for `odrive_control_ros2` (line 104)"
./docs/project-management/REORGANIZATION_PROGRESS.md,86,TODO,"- [ ] Remove TODO/PENDING markers"
./docs/project-management/REORGANIZATION_PROGRESS.md,109,TODO,"- **247 TODO/PENDING markers** - Need to address or remove"
./docs/project-management/REMAINING_TASKS.md,72,CRITICAL,"### 🔴 **CRITICAL - Needs Hardware** (7 tasks)"
./docs/project-management/DOCUMENTATION_REORGANIZATION_PLAN.md,319,TODO,"grep -r ""TODO"" docs/ --include=""*.md"" | head -20"
./docs/project-management/DOCUMENTATION_REORGANIZATION_PLAN.md,379,TODO,"echo ""TODO/PENDING markers:"""
./docs/project-management/DOCUMENTATION_REORGANIZATION_PLAN.md,380,TODO,"grep -r ""TODO\|PENDING"" --include=""*.md"" . 2>/dev/null | wc -l"
./docs/project-management/IMPLEMENTATION_PLAN_OCT2025.md,852,CRITICAL,"                self.node.get_logger().error(f""CRITICAL: Only {free_gb:.2f} GB free! Starting emergency cleanup..."")"
./docs/HARDWARE_TEST_CHECKLIST.md,148,OTHER,"# - ""CottonDetect.py started with PID: XXXX"""
./docs/PHASE0_PYTHON_CRITICAL_FIXES.md,15,CRITICAL,"## Fix 0.1: Subprocess STDOUT/STDERR Deadlock (CRITICAL)"
./docs/PHASE0_PYTHON_CRITICAL_FIXES.md,68,CRITICAL,"## Fix 0.2: Signal Handler Race Condition (CRITICAL)"
./docs/PHASE0_PYTHON_CRITICAL_FIXES.md,192,TODO,"TODO comment, no implementation → permanent failure if subprocess crashes"
./docs/PHASE0_PYTHON_CRITICAL_FIXES.md,200,TODO,"            # TODO: Implement restart logic if needed  ← NEVER DONE"
./docs/PHASE0_PYTHON_CRITICAL_FIXES.md,478,OTHER,"**Assigned:** TBD  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,33,TODO,"4. [Code TODOs by File](#code-todos-by-file)"
./docs/guides/GAPS_AND_ACTION_PLAN.md,50,CRITICAL,"**Priority:** CRITICAL  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,86,CRITICAL,"**Priority:** CRITICAL  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,208,TODO,"**Issue:** TODO comment, no auto-restart  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,215,TODO,"# TODO: Implement restart logic if needed"
./docs/guides/GAPS_AND_ACTION_PLAN.md,435,TODO,"## Code TODOs by File"
./docs/guides/GAPS_AND_ACTION_PLAN.md,443,TODO,"1. **Line 231:** `TODO` - Add calibrated TF transform values  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,447,TODO,"2. **Line 237:** `TODO` - Verify transform chain  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,451,TODO,"3. **Line 448:** `TODO` - Implement restart logic  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,461,TODO,"1. **Line 318:** `TODO` - Optimize detection parameters  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,465,TODO,"2. **Line 378:** `TODO` - Add error recovery  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,475,TODO,"1. **Lines 59, 63, 68, 73, 78, 84:** Multiple `TODO` comments  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,479,INFO,"2. **Lines 103-155:** File-based detection stub — ✅ removed (2025-10-13)  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,480,CRITICAL,"   **Priority:** CRITICAL  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,483,TODO,"3. **Line 1806:** `TODO` - Unknown context  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,486,TODO,"4. **Line 1908:** `TODO` - Unknown context  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,495,TODO,"1. **Line 470:** `TODO(developer)` - Implement safety check placeholders  "
./docs/guides/GAPS_AND_ACTION_PLAN.md,499,TODO,"**Referenced TODOs (from comprehensive status review):**"
./docs/guides/GAPS_AND_ACTION_PLAN.md,513,TODO,"Multiple TODOs at lines: 258, 266, 280, 282, 384, 392, 466, 467, 530, 534, 581, 589, 608, 610"
./docs/guides/GAPS_AND_ACTION_PLAN.md,524,TODO,"TODOs at lines: 337, 751, 752, 764, 848, 890, 891"
./docs/guides/GAPS_AND_ACTION_PLAN.md,531,TODO,"### Additional Files with TODOs"
./docs/guides/GAPS_AND_ACTION_PLAN.md,533,TODO,"The following files have TODO comments but are either:"
./docs/guides/GAPS_AND_ACTION_PLAN.md,755,CRITICAL,"| 🔴 CRITICAL | Replace file-based detection (#1) | 4-6h | No | ✅ Yes |"
./docs/guides/GAPS_AND_ACTION_PLAN.md,756,CRITICAL,"| 🔴 CRITICAL | Update motion controller (#2) | 3-4h | No | ✅ Yes |"
./docs/guides/GAPS_AND_ACTION_PLAN.md,844,TODO,"- [ ] All critical TODOs resolved"
./docs/guides/CAMERA_INTEGRATION_GUIDE.md,9,CRITICAL,"> ⚠️ **CRITICAL UPDATE: OAK-D LITE CAMERA MIGRATION IN PROGRESS**"
./docs/guides/RESTORATION_NEXT_STEPS.md,76,CRITICAL,"**Unique Content (CRITICAL - Has file:line references):**"
./docs/guides/RESTORATION_NEXT_STEPS.md,96,CRITICAL,"**Unique Content (CRITICAL - 106 features analyzed):**"
./docs/guides/RESTORATION_NEXT_STEPS.md,544,CRITICAL,"- ✅ `/cotton_detection/calibrate` - **CRITICAL FIX VERIFIED**"
./docs/guides/RESTORATION_NEXT_STEPS.md,560,TODO,"   - Status: TODO comment present"
./docs/guides/hardware/HARDWARE_TESTING_QUICKSTART.md,245,OTHER,"# Should show: ""Bus XXX Device XXX: ID 03e7:XXXX Movidius Ltd."""
./docs/guides/hardware/RPi_POWER_MGMT_FIX_SUMMARY.md,15,CRITICAL,"1. **NetworkManager WiFi Power Save = 3** (CRITICAL)"
./docs/guides/hardware/RPi_POWER_MGMT_FIX_SUMMARY.md,20,CRITICAL,"2. **USB Autosuspend = 2 seconds** (CRITICAL)"
./docs/guides/hardware/RPi_POWER_MGMT_FIX_SUMMARY.md,25,CRITICAL,"3. **All USB Devices on ""auto"" power control** (CRITICAL)"
./docs/guides/CLEANUP_AND_MAINTENANCE_PLAN.md,121,TODO,"- `docs/TODO.md` (empty)"
./docs/guides/CLEANUP_AND_MAINTENANCE_PLAN.md,178,TODO,"| **code_completion_checklist.md** | After completing TODOs | Real-time | Developer |"
./docs/guides/CLEANUP_AND_MAINTENANCE_PLAN.md,296,TODO,"- [ ] Update TODO items"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,17,TODO,"- ⚠️ **Safety Check Implementations**: 4 TODO placeholders need completion"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,55,TODO,"| `check_joint_position_limits()` | Validate joint positions | ⚠️ **TODO Placeholder** |"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,56,TODO,"| `check_velocity_limits()` | Validate joint velocities | ⚠️ **TODO Placeholder** |"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,57,TODO,"| `check_temperature_limits()` | Monitor motor temperatures | ⚠️ **TODO Placeholder** |"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,58,TODO,"| `check_communication_timeouts()` | Detect CAN bus timeouts | ⚠️ **TODO Placeholder** |"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,120,TODO,"    // TODO(developer): Implement joint position limit checking"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,137,TODO,"    // TODO(developer): Implement velocity limit checking"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,153,TODO,"    // TODO(developer): Implement temperature monitoring from ODrive feedback"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,170,TODO,"    // TODO(developer): Implement CAN communication timeout checking"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,321,CRITICAL,"    const double MOTOR_CRITICAL_TEMP = 80.0;  // Celsius"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,322,CRITICAL,"    const double CONTROLLER_CRITICAL_TEMP = 85.0;"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,325,CRITICAL,"        if (temp > MOTOR_CRITICAL_TEMP) {"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,577,TODO,"### TODO Placeholders Causing Warnings"
./docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,579,TODO,"**Symptom**: Debug logs show ""TODO: Implement..."" messages"
./docs/guides/README_UPDATE_PLAN.md,98,CRITICAL,"- ❌ **CRITICAL:** Detection NOT validated with actual cotton samples"
./docs/guides/README_UPDATE_PLAN.md,283,TODO,"7. **[docs/code_completion_checklist.md](docs/code_completion_checklist.md)** - TODO tracking"
./docs/guides/README_UPDATE_PLAN.md,443,CRITICAL,"**Priority:** CRITICAL - Most impactful fix for stakeholders  "
./docs/CPP_IMPLEMENTATION_START_HERE.md,27,CRITICAL,"5. `PHASE0_PYTHON_CRITICAL_FIXES.md` - Week 1 implementation details"
./docs/CPP_IMPLEMENTATION_START_HERE.md,45,CRITICAL,"### Week 2-4 (Phase 1): DepthAI Integration ⭐ **CRITICAL PATH**"
./docs/CPP_IMPLEMENTATION_START_HERE.md,141,CRITICAL,"**See `PHASE0_PYTHON_CRITICAL_FIXES.md` for detailed code!**"
./docs/CPP_IMPLEMENTATION_START_HERE.md,215,CRITICAL,"Run all 5 tests from `PHASE0_PYTHON_CRITICAL_FIXES.md`:"
./docs/OAK_D_LITE_MIGRATION_ANALYSIS.md,6,CRITICAL,"**Status:** 🔴 **CRITICAL MIGRATION ERROR IDENTIFIED**"
./docs/OAK_D_LITE_MIGRATION_ANALYSIS.md,353,TODO,"   - See implementation plan in TODO list"
./docs/OAK_D_LITE_MIGRATION_ANALYSIS.md,540,TODO,"**Next Steps:** See TODO list for 19 action items with detailed implementation guidance."
./docs/MOTOR_TUNING_GUIDE.md,49,CRITICAL,"⚠️ **CRITICAL SAFETY INFORMATION** ⚠️"
./docs/MASTER_MIGRATION_STRATEGY.md,16,TODO,"3. Task breakdown (19 TODO items)"
./docs/MASTER_MIGRATION_STRATEGY.md,159,TODO,"## Task Breakdown: 19 TODO Items Mapped to Phases"
./docs/MASTER_MIGRATION_STRATEGY.md,166,TODO,"- **Status:** TODO #1"
./docs/MASTER_MIGRATION_STRATEGY.md,183,TODO,"- **Status:** TODO #2"
./docs/MASTER_MIGRATION_STRATEGY.md,189,TODO,"- **Status:** TODO #3"
./docs/MASTER_MIGRATION_STRATEGY.md,195,TODO,"- **Status:** TODO #4"
./docs/MASTER_MIGRATION_STRATEGY.md,217,TODO,"- **Status:** TODO #5"
./docs/MASTER_MIGRATION_STRATEGY.md,242,TODO,"- **Status:** TODO #6"
./docs/MASTER_MIGRATION_STRATEGY.md,304,TODO,"- **Status:** TODO #7"
./docs/MASTER_MIGRATION_STRATEGY.md,306,TODO,"- **Deliverable:** Interface spec (already in TODO details)"
./docs/MASTER_MIGRATION_STRATEGY.md,310,TODO,"- **Status:** TODO #8"
./docs/MASTER_MIGRATION_STRATEGY.md,338,TODO,"- **Status:** TODO #9"
./docs/MASTER_MIGRATION_STRATEGY.md,344,TODO,"- **Status:** TODO #10"
./docs/MASTER_MIGRATION_STRATEGY.md,360,TODO,"- **Status:** TODO #11"
./docs/MASTER_MIGRATION_STRATEGY.md,366,TODO,"- **Status:** TODO #12"
./docs/MASTER_MIGRATION_STRATEGY.md,393,TODO,"- **Status:** TODO #13"
./docs/MASTER_MIGRATION_STRATEGY.md,399,TODO,"- **Status:** TODO #14"
./docs/MASTER_MIGRATION_STRATEGY.md,411,TODO,"- **Status:** TODO #15"
./docs/MASTER_MIGRATION_STRATEGY.md,428,TODO,"- **Status:** TODO #16"
./docs/MASTER_MIGRATION_STRATEGY.md,437,TODO,"- **Status:** TODO #17"
./docs/MASTER_MIGRATION_STRATEGY.md,446,TODO,"- **Status:** TODO #18"
./docs/MASTER_MIGRATION_STRATEGY.md,452,TODO,"- **Status:** TODO #19"
./docs/TIER3_1_COMPLETE.md,222,CRITICAL,"| < 1 GB free | **CRITICAL** - Emergency cleanup | Delete old logs (> 7 days), Delete old images (> 3 days) |"
./docs/param_inventory.md,47,CRITICAL,"### Key Findings - CRITICAL ISSUES IDENTIFIED:"
./docs/param_inventory.md,49,CRITICAL,"## 🚨 CRITICAL PARAMETER ISSUES FOUND"
./INVESTIGATION_COMPLETE.md,91,CRITICAL,"- GND (Ground) - **CRITICAL!**"
./src/motor_control_ros2/docs/DOCUMENTATION_GAPS_ANALYSIS.md,10,CRITICAL,"- **CRITICAL**: 3 issues (motor won't work)"
./src/motor_control_ros2/docs/DOCUMENTATION_GAPS_ANALYSIS.md,21,CRITICAL,"## CRITICAL Issues (Fix Immediately)"
./src/motor_control_ros2/docs/DOCUMENTATION_GAPS_ANALYSIS.md,23,CRITICAL,"### CRITICAL-1: MG6010 Bitrate Mismatch"
./src/motor_control_ros2/docs/DOCUMENTATION_GAPS_ANALYSIS.md,25,CRITICAL,"**Severity**: 🔴 CRITICAL  "
./src/motor_control_ros2/docs/DOCUMENTATION_GAPS_ANALYSIS.md,60,CRITICAL,"### CRITICAL-2: No MG6010 Service Interface Documented"
./src/motor_control_ros2/docs/DOCUMENTATION_GAPS_ANALYSIS.md,62,CRITICAL,"**Severity**: 🔴 CRITICAL  "
./src/motor_control_ros2/docs/DOCUMENTATION_GAPS_ANALYSIS.md,93,CRITICAL,"### CRITICAL-3: Action Interface Claimed but Doesn't Exist"
./src/motor_control_ros2/docs/DOCUMENTATION_GAPS_ANALYSIS.md,95,CRITICAL,"**Severity**: 🔴 CRITICAL  "
./src/motor_control_ros2/docs/DOCUMENTATION_GAPS_ANALYSIS.md,411,CRITICAL,"| 0x04 | HARDWARE | CRITICAL | Motor stall | Clear obstruction, reduce load |"
./src/motor_control_ros2/docs/DOCUMENTATION_CONSOLIDATION_PLAN.md,326,CRITICAL,"| 0x04 (Motor stall) | HARDWARE | CRITICAL → emergency stop |"
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,1,CRITICAL,"# 🚨 CRITICAL: CODE vs DOCUMENTATION MISMATCH REPORT"
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,9,CRITICAL,"## 🔴 **EXECUTIVE SUMMARY - CRITICAL FINDINGS**"
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,11,CRITICAL,"After line-by-line verification, I've identified **CRITICAL MISMATCHES** between what's documented and what's actually implemented. The code is **MORE COMPLETE** than documentation suggests, but there are **MAJOR CONFIGURATION ISSUES** that prevent MG6010 from working properly."
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,15,CRITICAL,"## **📊 CRITICAL ISSUE #1: BITRATE HARDCODED TO 1Mbps** ⚠️⚠️⚠️"
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,58,CRITICAL,"## **📊 CRITICAL ISSUE #2: NO MG6010-SPECIFIC LAUNCH FILE** ❌"
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,144,CRITICAL,"## **📊 CRITICAL ISSUE #3: CONFIG FILES ARE ODRIVE-ONLY** ⚠️"
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,217,CRITICAL,"## **📊 CRITICAL ISSUE #4: MOTOR_ON COMMAND IS IMPLEMENTED!** ✅"
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,282,CRITICAL,"  // ✨ NEW: Send Motor ON command (CRITICAL!)"
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,387,CRITICAL,"### **FIX #1: Update mg6010_controller.cpp Bitrate (CRITICAL)**"
./src/motor_control_ros2/docs/CODE_DOC_MISMATCH_REPORT.md,404,CRITICAL,"### **FIX #2: Add motor_on() to Initialization (CRITICAL)**"
./src/motor_control_ros2/docs/MG6010_PROTOCOL_COMPARISON.md,21,CRITICAL,"🎯 **CRITICAL**: MG6010-i6 uses a **proprietary protocol**, NOT CANopen  "
./src/motor_control_ros2/docs/MG6010_PROTOCOL_COMPARISON.md,180,CRITICAL,"⚠️ **CRITICAL**: Official spec says range is **0–35999**, not 0–36000!"
./src/motor_control_ros2/docs/MG6010_PROTOCOL_COMPARISON.md,225,CRITICAL,"⚠️ **CRITICAL**: PID parameters are **uint8_t** (0–255), NOT floats!"
./src/motor_control_ros2/docs/DOCUMENTATION_REVIEW_COMPLETE.md,35,CRITICAL,"**Key Finding**: MG6010 test nodes default to **1Mbps** but MG6010-i6 standard is **250kbps** (CRITICAL)"
./src/motor_control_ros2/docs/DOCUMENTATION_REVIEW_COMPLETE.md,43,CRITICAL,"- **CRITICAL**: 3 issues"
./src/motor_control_ros2/docs/DOCUMENTATION_REVIEW_COMPLETE.md,104,CRITICAL,"1. **Bitrate Mismatch (CRITICAL)**"
./src/motor_control_ros2/docs/DOCUMENTATION_REVIEW_COMPLETE.md,130,CRITICAL,"1. **No MG6010 Service Interface Documentation (CRITICAL)**"
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,5,CRITICAL,"**Status:** CRITICAL ISSUES IDENTIFIED  "
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,10,CRITICAL,"## 🔴 EXECUTIVE SUMMARY - CRITICAL FINDINGS"
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,14,CRITICAL,"Based on comprehensive analysis of the official **LK-TECH CAN Protocol V2.35** and your MG6010E-i6 hardware documentation, I've identified **CRITICAL MISMATCHES** between the manufacturer's protocol specification and your implementation that explain why CAN communication worked once then failed."
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,135,CRITICAL,"## 🚨 **CRITICAL CODE-TO-SPEC MISMATCHES**"
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,155,CRITICAL,"### **2. Torque Current Scaling** ⚠️ CRITICAL"
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,171,CRITICAL,"### **3. Angle/Position Units** ⚠️ CRITICAL"
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,195,CRITICAL,"### **4. Speed Units** ⚠️ CRITICAL"
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,304,CRITICAL,"    // CRITICAL: This sequence is probably MISSING or WRONG"
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,385,CRITICAL,"**CRITICAL BUG IDENTIFIED** (Line 47):"
./src/motor_control_ros2/docs/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,408,CRITICAL,"### **Fix #1: Add Motor State Management (CRITICAL)**"
